time,predators_mean,predators_ci_lower,predators_ci_upper,prey_mean,prey_ci_lower,prey_ci_upper,prey_predator_ratio_mean,prey_predator_ratio_ci_lower,prey_predator_ratio_ci_upper,predator_growth_rate_mean,predator_growth_rate_ci_lower,predator_growth_rate_ci_upper,prey_growth_rate_mean,prey_growth_rate_ci_lower,prey_growth_rate_ci_upper,predator_gender_ratio_mean,predator_gender_ratio_ci_lower,predator_gender_ratio_ci_upper,prey_gender_ratio_mean,prey_gender_ratio_ci_lower,prey_gender_ratio_ci_upper,total_biomass_mean,total_biomass_ci_lower,total_biomass_ci_upper
21.5,12.833333333333334,10.651424486747963,15.015242179918705,63.56666666666667,52.844448201478414,74.28888513185493,8.337188096627568,1.9476629108925998,14.726713282362535,-0.009279747475754737,-0.07944877563499307,0.0608892806834836,-0.015382046023217981,-0.07155352267773664,0.04078943063130068,,,,1.0331527196748806,0.908885630867399,1.1574198084823626,76.4,65.99182433479646,86.80817566520355
22.0,12.9,10.578722092252365,15.221277907747636,63.63333333333333,51.3629415663759,75.90372510029077,8.973512862809862,1.7521560712330961,16.19486965438663,0.004684425485789508,-0.06519967121917329,0.07456852219075231,0.0035767566678576545,-0.06393307730313065,0.07108659063884597,,,,1.0034791762798747,0.8779820676357603,1.1289762849239895,76.53333333333333,64.89922870432498,88.16743796234168
22.5,12.533333333333333,10.246732123132517,14.81993454353415,63.2,50.64800605686045,75.75199394313955,8.99812900077219,1.674476541143652,16.321781460400732,-0.0021205973713446765,-0.0828361811103989,0.07859498636770954,0.004340182103317125,-0.06036628287978552,0.06904664708641978,,,,0.9742753116398348,0.8722552122374886,1.076295411042181,75.73333333333333,63.45297334001265,88.01369332665402
23.0,13.066666666666666,10.433702169817757,15.699631163515576,64.66666666666667,51.404689978621064,77.92864335471228,9.496250952750954,1.5217029665930903,17.470798938908818,0.03726049893232555,-0.023985084720271617,0.09850608258492272,0.05436539046531562,-0.035457219795269355,0.1441880007259006,,,,1.0042430413365944,0.9129997502178386,1.09548633245535,77.73333333333333,64.93796140410039,90.52870526256628
23.5,12.6,9.998880137819771,15.201119862180228,65.56666666666666,50.7988618686327,80.33447146470063,10.310834129153095,1.6784955469061753,18.943172711400017,-0.027380665630665633,-0.09329059238193124,0.03852926112059998,0.01592427627674759,-0.05031645623015757,0.08216500878365274,,,,1.0014729550445651,0.9280662630668203,1.07487964702231,78.16666666666667,64.10587138141405,92.2274619519193
24.0,11.8,9.324268858558579,14.275731141441423,65.5,48.3180701111182,82.6819298888818,11.24084274276296,1.5151336685061203,20.966551817019802,-0.052198406638061814,-0.11860889610636988,0.01421208283024624,-0.012895982972714009,-0.07978070435085603,0.05398873840542802,,,,0.9899331138008048,0.9003333770746729,1.0795328505269368,77.3,60.895272195468955,93.70472780453105
24.5,11.8,9.567302189866648,14.032697810133353,68.16666666666667,50.30091684713908,86.03241648619426,11.515559194111425,1.3544631135373741,21.676655274685473,0.05767436267436267,-0.08003443184089014,0.19538315718961546,0.06273780109270691,-0.005819386408312824,0.13129498859372662,,,,1.0319645946352425,0.9365939093855745,1.1273352798849103,79.96666666666667,62.78816969170305,97.14516364163029
25.0,12.1,9.75194990403186,14.448050095968139,66.6,47.22735427417691,85.97264572582307,11.667643027302022,0.84160287374395,22.493683180860096,0.03815111612525405,-0.03619219193055278,0.1124944241810609,-0.0245246161819747,-0.09677367463449105,0.04772444227054165,,,,1.019643007615082,0.9162385660900998,1.1230474491400642,78.7,60.03686651317835,97.36313348682165
25.5,12.333333333333334,9.620502177613066,15.046164489053602,68.8,48.851486711126725,88.74851328887327,12.209027128100656,1.3464238052718205,23.071630450929497,0.004358791842807189,-0.06198530700796681,0.07070289069358118,0.03690282013439899,-0.02359052749202368,0.09739616776082166,,,,1.0506137773755768,0.883062071991373,1.218165482759781,81.13333333333334,61.87141338320266,100.39525328346403
26.0,12.666666666666666,10.144883992839171,15.188449340494161,69.43333333333334,48.55787152356245,90.30879514310422,12.252432007604018,1.0611895181566489,23.443674497051386,0.0510445387945388,-0.01695965898074033,0.11904873656981788,0.008012578950155714,-0.04620704725402877,0.062232205154340206,,,,1.0216275170580411,0.8654180381553682,1.177836995960714,82.1,61.93550827519736,102.26449172480264
26.5,12.0,9.475041676162478,14.524958323837522,70.96666666666667,49.83896387069651,92.09436946263682,12.80801603099152,1.6421472909200396,23.973884771063002,-0.03944389538812915,-0.10029497025958463,0.021407179483326308,0.040348389506641026,-0.028575195415086116,0.10927197442836818,,,,1.03562588783386,0.894159432085131,1.177092343582589,82.96666666666667,62.5933974805248,103.33993585280854
27.0,11.133333333333333,9.012548491549726,13.25411817511694,70.56666666666666,47.24732000948852,93.88601332384481,19.01562050531168,-4.048914998391393,42.08015600901476,-0.04941242907419378,-0.12568109667390026,0.02685623852551268,-0.02372408691900165,-0.08346704334707704,0.03601886950907372,,,,0.9967892200219343,0.883831728303672,1.1097467117401971,81.7,59.130322715861084,104.26967728413892
27.5,11.233333333333333,9.078922116191933,13.387744550474732,73.66666666666667,48.12715276871293,99.20618056462041,21.464612364759425,-3.532593147177529,46.46181787669637,0.011045454545454546,-0.051668875481486146,0.07375978457239525,0.045683456938353156,-0.01917942967768778,0.11054634355439409,,,,1.054125522182766,0.9369709144323842,1.1712801299331475,84.9,60.22646491027043,109.57353508972957
28.0,11.333333333333334,9.085754522018902,13.580912144647765,75.63333333333334,48.834520969255834,102.43214569741085,22.14700472679028,-3.096930522424678,47.39093997600523,0.010119455707691,-0.04853283402752792,0.06877174544290994,0.04161956518315222,-0.045010857136900666,0.12824998750320507,,,,1.0970069181314352,0.9555297901006069,1.238484046162264,86.96666666666667,61.0940107128273,112.83932262050604
28.5,11.133333333333333,8.876361699383722,13.390304967282944,77.9,48.57274074341673,107.22725925658328,23.763869160937578,-4.0424792248516255,51.57021754672678,-0.001189397394692584,-0.07859438914738759,0.07621559435800243,0.02937378489712365,-0.04064409406591868,0.09939166386016599,,,,1.0674056313998252,0.9645403388764338,1.1702709239232172,89.03333333333333,60.55190065342965,117.51476601323702
29.0,10.966666666666667,8.585810193549808,13.347523139783526,80.6,50.398470487951855,110.80152951204813,26.541786987045057,-2.441429632382963,55.52500360647308,-0.01686338337233478,-0.09491977159751566,0.061193004852846095,0.04534753390144271,-0.02338942227943163,0.11408449008231705,,,,1.0700851858607643,0.9840829557274097,1.156087415994119,91.56666666666666,62.23082897022131,120.90250436311202
29.5,11.5,8.860075162818937,14.139924837181063,80.0,48.95342858966448,111.04657141033552,26.7685464990432,-2.229849059755743,55.766942057842144,0.04264715179268931,-0.01632571605827008,0.1016200196436487,-0.011372747274213573,-0.07165586486039344,0.04891037031196628,,,,1.0540852549128048,0.9699421084789049,1.1382284013467052,91.5,61.399546896808765,121.60045310319123
30.0,11.166666666666666,8.718897176523605,13.614436156809727,80.93333333333334,47.81853465756884,114.04813200909783,28.195979468874206,-2.707952334702288,59.0999112724507,-0.012161317404620675,-0.05979751255694024,0.03547487774769889,0.0036290919733022067,-0.059253366121584564,0.06651155006818897,,,,1.0808072358660192,0.9687294742672741,1.1928849974647644,92.1,60.00918627488521,124.19081372511478
30.5,11.133333333333333,8.74793744003444,13.518729226632226,80.46666666666667,46.304634051818354,114.62869928151498,28.37044783032884,-2.407940323722375,59.14883598438006,0.01995862849836018,-0.04023291221456185,0.08015016921128221,-0.006705503602018002,-0.07421461589801721,0.0608036086939812,,,,1.0741196202296603,0.9691337492646941,1.1791054911946262,91.6,58.49410763325747,124.70589236674252
31.0,10.633333333333333,8.2565191786585,13.010147488008165,82.0,46.04132397012011,117.95867602987988,33.086327720588585,-1.154392764084335,67.3270482052615,-0.041481982513480696,-0.12356193567308435,0.040597970646122965,0.023821378301298084,-0.06268263876830484,0.11032539537090098,,,,1.051715766247814,0.9479106900880032,1.1555208424076253,92.63333333333334,57.64490646139603,127.62176020527065
31.5,11.066666666666666,8.338636138200801,13.794697195132532,83.66666666666667,46.377936692998134,120.95539664033521,34.38786776423186,-1.09123632926363,69.86697185772735,0.028029968421272766,-0.03595316033008038,0.09201309717262592,0.024917133031961206,-0.03527956165302533,0.08511382771694775,,,,1.0609348679563173,0.9362447730383476,1.185624962874287,94.73333333333333,58.426435386002396,131.04023128066427
31.87815369439334,0.0,,,225.0,,,,,,-0.5,-6.853102368216048,5.853102368216048,-0.008733624454148471,-0.11970484485966892,0.102237595951372,,,,0.9736842105263158,,,225.0,,
32.0,11.689655172413794,8.81586690814023,14.563443436687358,78.6896551724138,39.94329388305485,117.43601646177274,28.465443923892202,-7.042333691276834,63.97322153906124,0.026140604846801953,-0.033341979974721644,0.08562318966832555,-0.0008959152687850881,-0.060420740126835897,0.05862890958926572,,,,1.1120600486208372,0.9775671841162168,1.2465529131254571,90.37931034482759,52.521853679076635,128.23676701057855
32.5,11.137931034482758,8.425809718451381,13.850052350514135,80.20689655172414,41.48437834838717,118.92941475506112,28.987312161019055,-6.6291020288155025,64.6037263508536,-0.020527709838054662,-0.08518703288517693,0.044131613209067604,0.03454205240556712,-0.03548676839079963,0.10457087320193385,,,,1.1347158665098949,1.0174513646046817,1.2519803684151076,91.34482758620689,53.50636768405293,129.18328748836086
33.0,11.448275862068966,8.889359321039773,14.00719240309816,79.79310344827586,41.38425809772756,118.20194879882416,35.66691487077149,-6.949357222041996,78.28318696358498,0.03973038455797076,-0.05488707690159176,0.13434784601753327,0.007965646286186671,-0.06195061592338802,0.07788190849576138,,,,1.1584848091166253,1.0303817835630953,1.2865878346701554,91.24137931034483,53.75948304933221,128.72327557135745
33.5,11.310344827586206,8.861811678273138,13.758877976899274,82.96551724137932,43.129618930303344,122.8014155524553,37.4665360220127,-6.785002978161643,81.71807502218705,-0.001294543830841471,-0.05930634893326654,0.056717261271583594,0.058160844691320594,-0.007435682017252129,0.12375737139989333,,,,1.088789815498301,0.964331725934791,1.2132479050618103,94.27586206896552,55.48207904346215,133.0696450944689
34.0,11.482758620689655,8.927814310512579,14.03770293086673,85.34482758620689,44.53879991762876,126.15085525478503,38.648829917132204,-6.793233406206667,84.09089324047105,0.009412618033307691,-0.03263710688520788,0.05146234295182327,0.04742611713463712,-0.022822021748999013,0.11767425601827324,,,,1.1087655320388128,0.9838432016374491,1.2336878624401773,96.82758620689656,57.089279708458065,136.56589270533505
34.5,11.379310344827585,8.78265187733535,13.97596881231982,87.27586206896552,45.906198999858105,128.64552513807294,40.154487404150075,-5.86922769819261,86.17820250649277,-0.015258269461856523,-0.07845265973775417,0.04793612081404114,0.030964233833177892,-0.02453291969279077,0.08646138735914656,,,,1.0853507557931654,0.9710561548451715,1.1996453567411594,98.65517241379311,58.399666328708676,138.91067849887753
